standard_number,title,descriptive_title,year,id,source,detail_url,pdf_url
IS 12225,IS 12225 : 2025,IS 12225 : 2025,2025,52099,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12225&id=52099,https://archive.org/search?query=title%3A%22IS%2012225%22
IS 12226,IS 12226 : 2026,IS 12226 : 2026,2026,55160,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12226&id=55160,https://archive.org/search?query=title%3A%22IS%2012226%22
IS 12226 - (Active),IS 12226 - (Active) : 1995,IS 12226 - (Active) : 1995,1995,3614,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12226+-+(Active)&id=3614,https://archive.org/search?query=title%3A%22IS%2012226%20-%20%28Active%29%22
IS 12226 Amd. 1,IS 12226 Amd. 1 : 2006,IS 12226 Amd. 1 : 2006,2006,25616,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12226+Amd.+1&id=25616,https://archive.org/search?query=title%3A%22IS%2012226%20Amd.%201%22
IS 12227,IS 12227 : 2020,IS 12227 : 2020,2020,32755,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12227&id=32755,https://archive.org/search?query=title%3A%22IS%2012227%22
IS 12228,IS 12228 : 1987,IS 12228 : 1987,1987,3616,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12228&id=3616,https://archive.org/search?query=title%3A%22IS%2012228%22
IS 12229,IS 12229 : 1987,IS 12229 : 1987,1987,3617,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12229&id=3617,https://archive.org/search?query=title%3A%22IS%2012229%22
IS 12229 Amd. 1,IS 12229 Amd. 1 : 2002,IS 12229 Amd. 1 : 2002,2002,25618,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12229+Amd.+1&id=25618,https://archive.org/search?query=title%3A%22IS%2012229%20Amd.%201%22
IS 12229 Amd. 2,IS 12229 Amd. 2 : 2013,IS 12229 Amd. 2 : 2013,2013,25619,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12229+Amd.+2&id=25619,https://archive.org/search?query=title%3A%22IS%2012229%20Amd.%202%22
IS 1223,IS 1223 : 2001,IS 1223 : 2001,2001,3618,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1223&id=3618,https://archive.org/search?query=title%3A%22IS%201223%22
IS 1223 Amd. 1,IS 1223 Amd. 1 : 2006,IS 1223 Amd. 1 : 2006,2006,25620,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1223+Amd.+1&id=25620,https://archive.org/search?query=title%3A%22IS%201223%20Amd.%201%22
IS 12230,IS 12230 : 1987,IS 12230 : 1987,1987,3619,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12230&id=3619,https://archive.org/search?query=title%3A%22IS%2012230%22
IS 12230 Amd. 1,IS 12230 Amd. 1 : 1990,IS 12230 Amd. 1 : 1990,1990,25621,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12230+Amd.+1&id=25621,https://archive.org/search?query=title%3A%22IS%2012230%20Amd.%201%22
IS 12231,IS 12231 : 1987,IS 12231 : 1987,1987,3620,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12231&id=3620,https://archive.org/search?query=title%3A%22IS%2012231%22
IS 12231 Amd. 1,IS 12231 Amd. 1 : 2021,IS 12231 Amd. 1 : 2021,2021,34150,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12231+Amd.+1&id=34150,https://archive.org/search?query=title%3A%22IS%2012231%20Amd.%201%22
IS 12232 : Part 1,IS 12232 : Part 1 : 1996,IS 12232 : Part 1 : 1996,1996,3621,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12232+%3a+Part+1&id=3621,https://archive.org/search?query=title%3A%22IS%2012232%20%3A%20Part%201%22
IS 12232 : Part 1 Amd. 1,IS 12232 : Part 1 Amd. 1 : 2000,IS 12232 : Part 1 Amd. 1 : 2000,2000,25622,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12232+%3a+Part+1+Amd.+1&id=25622,https://archive.org/search?query=title%3A%22IS%2012232%20%3A%20Part%201%20Amd.%201%22
IS 12232 : Part 2,IS 12232 : Part 2 : 1995,IS 12232 : Part 2 : 1995,1995,3622,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12232+%3a+Part+2&id=3622,https://archive.org/search?query=title%3A%22IS%2012232%20%3A%20Part%202%22
IS 12232 : Part 2 Amd. 1,IS 12232 : Part 2 Amd. 1 : 1998,IS 12232 : Part 2 Amd. 1 : 1998,1998,25623,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12232+%3a+Part+2+Amd.+1&id=25623,https://archive.org/search?query=title%3A%22IS%2012232%20%3A%20Part%202%20Amd.%201%22
IS 12233 : Part 1,IS 12233 : Part 1 : 2018,IS 12233 : Part 1 : 2018,2018,23581,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12233+%3a+Part+1&id=23581,https://archive.org/search?query=title%3A%22IS%2012233%20%3A%20Part%201%22
IS 12233 : Part 1 : Sec 1,IS 12233 : Part 1 : Sec 1 : 1987,IS 12233 : Part 1 : Sec 1 : 1987,1987,3623,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12233+%3a+Part+1+%3a+Sec+1&id=3623,https://archive.org/search?query=title%3A%22IS%2012233%20%3A%20Part%201%20%3A%20Sec%201%22
IS 12233 : Part 1 : Sec 2,IS 12233 : Part 1 : Sec 2 : 1987,IS 12233 : Part 1 : Sec 2 : 1987,1987,3624,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12233+%3a+Part+1+%3a+Sec+2&id=3624,https://archive.org/search?query=title%3A%22IS%2012233%20%3A%20Part%201%20%3A%20Sec%202%22
IS 12233 : Part 1 : Sec 3,IS 12233 : Part 1 : Sec 3 : 1987,IS 12233 : Part 1 : Sec 3 : 1987,1987,3625,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12233+%3a+Part+1+%3a+Sec+3&id=3625,https://archive.org/search?query=title%3A%22IS%2012233%20%3A%20Part%201%20%3A%20Sec%203%22
IS 12233 : Part 1 : Sec 4,IS 12233 : Part 1 : Sec 4 : 1987,IS 12233 : Part 1 : Sec 4 : 1987,1987,3626,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12233+%3a+Part+1+%3a+Sec+4&id=3626,https://archive.org/search?query=title%3A%22IS%2012233%20%3A%20Part%201%20%3A%20Sec%204%22
IS 12233 : Part 1 : Sec 5,IS 12233 : Part 1 : Sec 5 : 1987,IS 12233 : Part 1 : Sec 5 : 1987,1987,3627,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12233+%3a+Part+1+%3a+Sec+5&id=3627,https://archive.org/search?query=title%3A%22IS%2012233%20%3A%20Part%201%20%3A%20Sec%205%22
IS 12233 : Part 2,IS 12233 : Part 2 : 2021,IS 12233 : Part 2 : 2021,2021,34366,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12233+%3a+Part+2&id=34366,https://archive.org/search?query=title%3A%22IS%2012233%20%3A%20Part%202%22
IS 12233 : Part 3,IS 12233 : Part 3 : 2019,IS 12233 : Part 3 : 2019,2019,3629,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12233+%3a+Part+3&id=3629,https://archive.org/search?query=title%3A%22IS%2012233%20%3A%20Part%203%22
IS 12234,IS 12234 : 2021,IS 12234 : 2021,2021,35205,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12234&id=35205,https://archive.org/search?query=title%3A%22IS%2012234%22
IS 12235 : Part 1 to 19,IS 12235 : Part 1 to 19 : 2004,IS 12235 : Part 1 to 19 : 2004,2004,3631,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12235+%3a+Part+1+to+19&id=3631,https://archive.org/search?query=title%3A%22IS%2012235%20%3A%20Part%201%20to%2019%22
IS 12236,IS 12236 : 1987,IS 12236 : 1987,1987,3632,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12236&id=3632,https://archive.org/search?query=title%3A%22IS%2012236%22
IS 12237,IS 12237 : 1987,IS 12237 : 1987,1987,3633,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12237&id=3633,https://archive.org/search?query=title%3A%22IS%2012237%22
IS 12238,IS 12238 : 1987,IS 12238 : 1987,1987,3634,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12238&id=3634,https://archive.org/search?query=title%3A%22IS%2012238%22
IS 12239 : Part 1,IS 12239 : Part 1 : 2018,IS 12239 : Part 1 : 2018,2018,3635,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12239+%3a+Part+1&id=3635,https://archive.org/search?query=title%3A%22IS%2012239%20%3A%20Part%201%22
IS 12239 : Part 2,IS 12239 : Part 2 : 1999,IS 12239 : Part 2 : 1999,1999,3636,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12239+%3a+Part+2&id=3636,https://archive.org/search?query=title%3A%22IS%2012239%20%3A%20Part%202%22
IS 12239 : Part 3,IS 12239 : Part 3 : 1988,IS 12239 : Part 3 : 1988,1988,3637,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12239+%3a+Part+3&id=3637,https://archive.org/search?query=title%3A%22IS%2012239%20%3A%20Part%203%22
IS 12239 : Part 6,IS 12239 : Part 6 : 2019,IS 12239 : Part 6 : 2019,2019,32489,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12239+%3a+Part+6&id=32489,https://archive.org/search?query=title%3A%22IS%2012239%20%3A%20Part%206%22
IS 1224 : Part 1,IS 1224 : Part 1 : 1977,IS 1224 : Part 1 : 1977,1977,18363,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1224+%3a+Part+1&id=18363,https://archive.org/search?query=title%3A%22IS%201224%20%3A%20Part%201%22
IS 1224 : Part 2,IS 1224 : Part 2 : 1977,IS 1224 : Part 2 : 1977,1977,3638,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1224+%3a+Part+2&id=3638,https://archive.org/search?query=title%3A%22IS%201224%20%3A%20Part%202%22
IS 12240 : Part 1,IS 12240 : Part 1 : 1988,IS 12240 : Part 1 : 1988,1988,3639,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12240+%3a+Part+1&id=3639,https://archive.org/search?query=title%3A%22IS%2012240%20%3A%20Part%201%22
IS 12240 : Part 2,IS 12240 : Part 2 : 1988,IS 12240 : Part 2 : 1988,1988,3640,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12240+%3a+Part+2&id=3640,https://archive.org/search?query=title%3A%22IS%2012240%20%3A%20Part%202%22
IS 12240 : Part 3,IS 12240 : Part 3 : 1988,IS 12240 : Part 3 : 1988,1988,3641,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12240+%3a+Part+3&id=3641,https://archive.org/search?query=title%3A%22IS%2012240%20%3A%20Part%203%22
IS 12240 : Part 4,IS 12240 : Part 4 : 1988,IS 12240 : Part 4 : 1988,1988,3642,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12240+%3a+Part+4&id=3642,https://archive.org/search?query=title%3A%22IS%2012240%20%3A%20Part%204%22
IS 12240 : Part 5,IS 12240 : Part 5 : 1988,IS 12240 : Part 5 : 1988,1988,3643,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12240+%3a+Part+5&id=3643,https://archive.org/search?query=title%3A%22IS%2012240%20%3A%20Part%205%22
IS 12240 : Part 6,IS 12240 : Part 6 : 1988,IS 12240 : Part 6 : 1988,1988,3644,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12240+%3a+Part+6&id=3644,https://archive.org/search?query=title%3A%22IS%2012240%20%3A%20Part%206%22
IS 12240 : Part 7,IS 12240 : Part 7 : 1988,IS 12240 : Part 7 : 1988,1988,3645,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12240+%3a+Part+7&id=3645,https://archive.org/search?query=title%3A%22IS%2012240%20%3A%20Part%207%22
IS 12240 : Part 8,IS 12240 : Part 8 : 1988,IS 12240 : Part 8 : 1988,1988,3646,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12240+%3a+Part+8&id=3646,https://archive.org/search?query=title%3A%22IS%2012240%20%3A%20Part%208%22
IS 12241,IS 12241 : 1987,IS 12241 : 1987,1987,18364,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12241&id=18364,https://archive.org/search?query=title%3A%22IS%2012241%22
IS 12242,IS 12242 : 1987,IS 12242 : 1987,1987,3647,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12242&id=3647,https://archive.org/search?query=title%3A%22IS%2012242%22
IS 12243,IS 12243 : 1988,IS 12243 : 1988,1988,3648,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12243&id=3648,https://archive.org/search?query=title%3A%22IS%2012243%22
IS 12244 : Part 1,IS 12244 : Part 1 : 2026,IS 12244 : Part 1 : 2026,2026,54940,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12244+%3a+Part+1&id=54940,https://archive.org/search?query=title%3A%22IS%2012244%20%3A%20Part%201%22
IS 12244 : Part 2,IS 12244 : Part 2 : 2026,IS 12244 : Part 2 : 2026,2026,54758,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12244+%3a+Part+2&id=54758,https://archive.org/search?query=title%3A%22IS%2012244%20%3A%20Part%202%22
IS 12245,IS 12245 : 2024,IS 12245 : 2024,2024,50407,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12245&id=50407,https://archive.org/search?query=title%3A%22IS%2012245%22
IS 12246,IS 12246 : 1988,"IS 12246: Irons, Pyro-puncture with Copper Needles",1988,3652,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12246&id=3652,https://archive.org/download/gov.in.is.12246.1988/gov.in.is.12246.1988.pdf
IS 12247,IS 12247 : 2024,IS 12247 : 2024,2024,52785,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12247&id=52785,https://archive.org/search?query=title%3A%22IS%2012247%22
IS 12248,IS 12248 : 1988,IS 12248 : 1988,1988,3654,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12248&id=3654,https://archive.org/search?query=title%3A%22IS%2012248%22
IS 12248 Amd. 1,IS 12248 Amd. 1 : 2000,IS 12248 Amd. 1 : 2000,2000,25625,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12248+Amd.+1&id=25625,https://archive.org/search?query=title%3A%22IS%2012248%20Amd.%201%22
IS 12249,IS 12249 : 2021,IS 12249 : 2021,2021,34609,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12249&id=34609,https://archive.org/search?query=title%3A%22IS%2012249%22
IS 1225,IS 1225 : 2023,IS 1225 : 2023,2023,47812,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1225&id=47812,https://archive.org/search?query=title%3A%22IS%201225%22
IS 12250,IS 12250 : 1987,IS 12250 : 1987,1987,3768,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12250&id=3768,https://archive.org/search?query=title%3A%22IS%2012250%22
IS 12251,IS 12251 : 1987,IS 12251 : 1987,1987,3769,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12251&id=3769,https://archive.org/search?query=title%3A%22IS%2012251%22
IS 12252,IS 12252 : 2017,IS 12252 : 2017,2017,3770,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12252&id=3770,https://archive.org/search?query=title%3A%22IS%2012252%22
IS 12253,IS 12253 : 1987,IS 12253 : 1987,1987,18365,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12253&id=18365,https://archive.org/search?query=title%3A%22IS%2012253%22
IS 12254,IS 12254 : 2021,IS 12254 : 2021,2021,46074,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12254&id=46074,https://archive.org/search?query=title%3A%22IS%2012254%22
IS 12254 Amd. 1,IS 12254 Amd. 1 : 2023,IS 12254 Amd. 1 : 2023,2023,47760,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12254+Amd.+1&id=47760,https://archive.org/search?query=title%3A%22IS%2012254%20Amd.%201%22
IS 12254 Amd. 2,IS 12254 Amd. 2 : 2024,IS 12254 Amd. 2 : 2024,2024,51700,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12254+Amd.+2&id=51700,https://archive.org/search?query=title%3A%22IS%2012254%20Amd.%202%22
IS 12255,IS 12255 : 2025,IS 12255 : 2025,2025,53186,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+12255&id=53186,https://archive.org/search?query=title%3A%22IS%2012255%22
